Longitude,Latitude,Datetime,UHI Index,Region,nearest_building_distance,building_density,avg_building_age,avg_building_elevation,avg_building_height,avg_height_above_ground,nearest_building_height,nearest_building_height_above_ground,nearest_building_elevation,Air Temp at Surface,Relative Humidity,Avg Wind Speed,Wind Direction,Solar Flux,traffic_volume,avg_traffic_volume,cloud_fraction,LST,NDVI,SB01,SB02,SB03,SB04,SB06,SB07,SB08,SB8A,SB11,SB12,SNDVI
-73.90847833,40.84376833,2021-07-24 15:13:00,1.001078752,Bronx,16.071083519556147,14920,78.86260053619303,73.93653136531366,39.01990826220329,-34.91662310311036,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.65416892000002,0.2639999985694885,594.0,614.0,594.0,614.0,628.0,628.0,509.0,509.0,509.0,509.0,-0.09349955476402494
-73.90856333,40.84377333,2021-07-24 15:13:00,0.996751322,Bronx,24.57505076879428,14893,78.90572752299738,73.97257695926872,39.03643102888761,-34.9361459303811,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.65416892000002,0.2639999985694885,594.0,614.0,594.0,614.0,628.0,628.0,509.0,509.0,509.0,509.0,-0.09349955476402494
-73.90865167,40.84377333,2021-07-24 15:13:00,0.996751322,Bronx,17.509254116445852,14880,78.94240591397849,73.93905146316851,39.07831243360242,-34.8607390295661,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.65416892000002,0.2639999985694885,594.0,938.0,594.0,938.0,847.0,847.0,1002.0,1002.0,1002.0,1002.0,0.032989690721649485
-73.90873833,40.84377,2021-07-24 15:13:00,0.994587607,Bronx,9.336190265602449,14862,78.96117615394967,73.91405671179363,39.114811800673536,-34.7992449111201,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,594.0,899.0,594.0,899.0,957.0,957.0,855.0,855.0,855.0,855.0,-0.02508551881413911
-73.90891333,40.84376333,2021-07-24 15:13:00,1.001078752,Bronx,10.057809542936921,14826,78.96027249426683,73.81837823239483,39.19012052683343,-34.62825770556141,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,594.0,661.0,594.0,661.0,719.0,719.0,595.0,595.0,595.0,595.0,-0.052547770700636945
-73.90906167,40.843775,2021-07-24 15:13:00,1.001078752,Bronx,12.227745836068475,14798,78.89478307879443,73.75221538253399,39.267325973541226,-34.484889408992764,17.47,-11.530000000000001,29.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,594.0,265.0,594.0,265.0,302.0,302.0,284.0,284.0,284.0,284.0,0.03460837887067395
-73.90912,40.84377667,2021-07-24 15:13:00,0.988096463,Bronx,6.324643869004749,14788,78.89734920205572,73.66161240100183,39.28636532447371,-34.375247076528126,31.36,6.359999999999999,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,594.0,265.0,594.0,265.0,302.0,302.0,284.0,284.0,284.0,284.0,0.03460837887067395
-73.90917667,40.84378167,2021-07-24 15:13:00,0.988096463,Bronx,3.6671562122028836,14776,78.89604764482945,73.58065171736332,39.28282235374365,-34.29782936361968,31.36,6.359999999999999,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,594.0,265.0,594.0,265.0,302.0,302.0,284.0,284.0,284.0,284.0,0.03460837887067395
-73.90922667,40.84378167,2021-07-24 15:13:00,0.992423892,Bronx,6.80657694792251,14777,78.94389930297083,73.54071264056361,39.30449480335524,-34.23621783720837,30.44,4.440000000000001,26.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,515.0,386.0,515.0,386.0,384.0,384.0,310.0,310.0,310.0,310.0,-0.10919540229885058
-73.90926333,40.84379,2021-07-24 15:14:00,0.992423892,Bronx,8.625079223032374,14772,78.96561061467642,73.51894016398997,39.3255942655228,-34.19334589846717,30.44,4.440000000000001,26.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,515.0,386.0,515.0,386.0,384.0,384.0,310.0,310.0,310.0,310.0,-0.10919540229885058
-73.90937167,40.84380167,2021-07-24 15:14:00,0.996751322,Bronx,18.609182249790926,14759,78.98184158818349,73.44553716766143,39.36405231345157,-34.08148485420985,16.35,-7.649999999999999,24.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,515.0,403.0,515.0,403.0,350.0,350.0,305.0,305.0,305.0,305.0,-0.1384180790960452
-73.90940167,40.84378167,2021-07-24 15:14:00,0.996751322,Bronx,21.512691952487216,14755,78.96143680108437,73.39531886024423,39.39086348437246,-34.00445537587178,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.74303744000002,0.2639999985694885,515.0,403.0,515.0,403.0,350.0,350.0,305.0,305.0,305.0,305.0,-0.1384180790960452
-73.909445,40.84367333,2021-07-24 15:14:00,0.992423892,Bronx,25.47633050024461,14746,78.976400379764,73.32815151720861,39.40794796420949,-33.92020355299912,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.11412175999999,0.3240000009536743,515.0,416.0,515.0,416.0,403.0,403.0,316.0,316.0,316.0,316.0,-0.1366120218579235
-73.90945667,40.84363667,2021-07-24 15:14:00,0.998915037,Bronx,26.643073943234146,14746,78.96466838464669,73.27879980992465,39.4134762166988,-33.86532359322585,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.11412175999999,0.3240000009536743,515.0,329.0,515.0,329.0,372.0,372.0,268.0,268.0,268.0,268.0,-0.10217755443886097
-73.90947,40.84360333,2021-07-24 15:14:00,0.998915037,Bronx,28.056026864879357,14736,78.96586590662324,73.25202092249168,39.42639682766252,-33.82562409482915,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,36.06626948000002,0.3240000009536743,515.0,329.0,515.0,329.0,372.0,372.0,268.0,268.0,268.0,268.0,-0.10217755443886097
-73.909525,40.843445,2021-07-24 15:14:00,0.985932748,Bronx,28.25665069739522,14695,78.95671997277985,73.12874659400545,39.45954258447139,-33.669204009534056,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89536848,0.3240000009536743,411.0,274.0,411.0,274.0,363.0,363.0,267.0,267.0,267.0,267.0,-0.012939001848428836
-73.90954167,40.84337667,2021-07-24 15:14:00,0.990260178,Bronx,26.621913507085598,14690,78.96044928522805,73.08211243611585,39.47198176113527,-33.61013067498058,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89536848,0.3240000009536743,411.0,274.0,411.0,274.0,363.0,363.0,267.0,267.0,267.0,267.0,-0.012939001848428836
-73.90955333,40.84334333,2021-07-24 15:14:00,0.988096463,Bronx,25.25471691904707,14689,78.94608210225338,73.05908409431647,39.481909450688974,-33.57717464362751,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89536848,0.3240000009536743,411.0,583.0,411.0,583.0,560.0,560.0,473.0,473.0,473.0,473.0,-0.10416666666666667
-73.90956667,40.84331833,2021-07-24 15:14:00,0.988096463,Bronx,23.74202130081134,14677,78.93316072766915,73.01480016368845,39.48593911331402,-33.52886105037444,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89536848,0.3240000009536743,411.0,583.0,411.0,583.0,560.0,560.0,473.0,473.0,473.0,473.0,-0.10416666666666667
-73.90961833,40.843215,2021-07-24 15:14:00,0.988096463,Bronx,18.176367515499436,14663,78.92620882493351,72.95548880393228,39.49345446099399,-33.46203434293829,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89536848,0.3240000009536743,411.0,618.0,411.0,618.0,590.0,590.0,436.0,436.0,436.0,436.0,-0.17267552182163187
-73.90962167,40.84312167,2021-07-24 15:14:00,0.983769033,Bronx,18.448546991262386,14663,78.92757280229148,72.91254778809393,39.507719207034405,-33.40482858105953,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.53305836000004,0.3240000009536743,411.0,648.0,411.0,648.0,577.0,577.0,480.0,480.0,480.0,480.0,-0.14893617021276595
-73.90963333,40.84307167,2021-07-24 15:14:00,0.983769033,Bronx,17.764420136799355,14660,78.91923601637107,72.90037555479685,39.51758675124206,-33.382788803554796,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.53305836000004,0.3240000009536743,411.0,480.0,411.0,480.0,459.0,459.0,369.0,369.0,369.0,369.0,-0.13074204946996468
-73.90964333,40.843015,2021-07-24 15:14:00,0.985932748,Bronx,17.55135818861942,14653,78.91530744557429,72.86084164503347,39.51231552847589,-33.348526116557586,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.53305836000004,0.3240000009536743,411.0,389.0,411.0,389.0,390.0,390.0,294.0,294.0,294.0,294.0,-0.1390922401171303
-73.90965333,40.842955,2021-07-24 15:14:00,0.985932748,Bronx,17.642707529994844,14649,78.91883405010581,72.84823014896816,39.514546925225495,-33.33368322374265,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.53305836000004,0.3240000009536743,411.0,289.0,411.0,289.0,301.0,301.0,219.0,219.0,219.0,219.0,-0.1377952755905512
-73.90966833,40.84289333,2021-07-24 15:14:00,0.985932748,Bronx,17.633615576438917,14642,78.91353640213086,72.79633554385725,39.52990951629315,-33.266426027564094,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89878650000003,0.3240000009536743,355.0,273.0,355.0,273.0,317.0,317.0,195.0,195.0,195.0,195.0,-0.16666666666666666
-73.90968,40.84282,2021-07-24 15:14:00,0.985932748,Bronx,18.49331061443881,14641,78.91079844272932,72.77246000273486,39.52261957244017,-33.24984043029468,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.89878650000003,0.3240000009536743,355.0,257.0,355.0,257.0,295.0,295.0,211.0,211.0,211.0,211.0,-0.09829059829059829
-73.90969333,40.84266167,2021-07-24 15:15:00,0.990260178,Bronx,18.084432354660997,14626,78.90769861889785,72.70316884539046,39.52047828403121,-33.18269056135925,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.064789620000056,0.3240000009536743,355.0,321.0,355.0,321.0,368.0,368.0,267.0,267.0,267.0,267.0,-0.09183673469387756
-73.90971,40.84257833,2021-07-24 15:15:00,0.985932748,Bronx,15.813501948168666,14616,78.93342911877394,72.66153003218957,39.5265761011287,-33.134953931060885,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.064789620000056,0.3240000009536743,355.0,452.0,355.0,452.0,441.0,441.0,404.0,404.0,404.0,404.0,-0.056074766355140186
-73.909745,40.84241167,2021-07-24 15:15:00,0.988096463,Bronx,12.324567857199943,14608,78.9552300109529,72.5791132734873,39.54530879767765,-33.03380447580963,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,35.37924745999999,0.3240000009536743,355.0,302.0,355.0,302.0,272.0,272.0,265.0,265.0,265.0,265.0,-0.06525573192239859
-73.90975667,40.84233,2021-07-24 15:15:00,0.988096463,Bronx,12.106915815917562,14606,78.95816787621526,72.57302446713727,39.54406129609416,-33.02896317104311,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.70589752000001,0.3240000009536743,344.0,520.0,344.0,520.0,439.0,439.0,445.0,445.0,445.0,445.0,-0.07772020725388601
-73.90976333,40.842245,2021-07-24 15:15:00,0.985932748,Bronx,11.409312609818008,14599,78.96540858962943,72.53606692265497,39.56190435752468,-32.97416256513028,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.70589752000001,0.3240000009536743,344.0,465.0,344.0,465.0,436.0,436.0,355.0,355.0,355.0,355.0,-0.13414634146341464
-73.90977333,40.84216,2021-07-24 15:15:00,0.985932748,Bronx,9.191568598887383,14596,78.95957796656619,72.50353199369042,39.55624887772718,-32.94728311596324,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.70589752000001,0.3240000009536743,344.0,366.0,344.0,366.0,335.0,335.0,281.0,281.0,281.0,281.0,-0.13137557959814528
-73.90975833,40.84208333,2021-07-24 15:15:00,0.985932748,Bronx,10.206025681956813,14594,78.9313416472523,72.4935866657521,39.55344502027643,-32.94014164547569,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.329915320000055,0.3240000009536743,344.0,589.0,344.0,589.0,537.0,537.0,401.0,401.0,401.0,401.0,-0.1898989898989899
-73.90973833,40.84200167,2021-07-24 15:15:00,0.985932748,Bronx,12.42485976946959,14598,78.89916426907796,72.44908455050401,39.548866094727416,-32.90021845577659,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.329915320000055,0.3240000009536743,344.0,380.0,344.0,380.0,415.0,415.0,274.0,274.0,274.0,274.0,-0.1620795107033639
-73.90972167,40.841925,2021-07-24 15:15:00,0.985932748,Bronx,12.539981645925316,14591,78.91254883147145,72.3942096597146,39.54909108862788,-32.84511857108672,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.55744279999999,0.3240000009536743,344.0,243.0,344.0,243.0,251.0,251.0,204.0,204.0,204.0,204.0,-0.087248322147651
-73.90970667,40.84185333,2021-07-24 15:15:00,0.985932748,Bronx,12.31627502952907,14586,78.94049088166736,72.34925537025599,39.55240448567634,-32.79685088457965,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.29425526,0.3240000009536743,344.0,243.0,344.0,243.0,251.0,251.0,204.0,204.0,204.0,204.0,-0.087248322147651
-73.90969333,40.84179167,2021-07-24 15:15:00,0.981605318,Bronx,12.12782690239789,14589,78.93762423743917,72.32235487855084,39.54182713630575,-32.7805277422451,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.29425526,0.3240000009536743,359.0,254.0,359.0,254.0,277.0,277.0,212.0,212.0,212.0,212.0,-0.09012875536480687
-73.90968,40.84173833,2021-07-24 15:15:00,0.981605318,Bronx,12.36607846932971,14588,78.94282972306004,72.31633843409044,39.54081168493241,-32.77552674915803,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.29425526,0.3240000009536743,359.0,201.0,359.0,201.0,241.0,241.0,185.0,185.0,185.0,185.0,-0.04145077720207254
-73.90966833,40.84168333,2021-07-24 15:15:00,0.988096463,Bronx,12.792222445250989,14586,78.93363499245852,72.31535241232585,39.53777940845858,-32.777573003867275,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.29425526,0.3240000009536743,359.0,201.0,359.0,201.0,241.0,241.0,185.0,185.0,185.0,185.0,-0.04145077720207254
-73.909655,40.841625,2021-07-24 15:15:00,0.988096463,Bronx,13.704057306013878,14590,78.91459904043866,72.29399656946826,39.532308212771866,-32.761688356696396,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.29425526,0.3240000009536743,359.0,371.0,359.0,371.0,347.0,347.0,272.0,272.0,272.0,272.0,-0.15396578538102643
-73.90964,40.841565,2021-07-24 15:15:00,0.985932748,Bronx,15.108936952998269,14584,78.90146736149205,72.28327270231313,39.53062613776854,-32.752646564544584,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.27374714000001,0.3240000009536743,359.0,227.0,359.0,227.0,237.0,237.0,180.0,180.0,180.0,180.0,-0.11547911547911548
-73.90962333,40.84150833,2021-07-24 15:15:00,0.985932748,Bronx,16.94833388538735,14585,78.91045594789166,72.26925188743995,39.495581075086484,-32.773670812353465,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.27374714000001,0.3240000009536743,359.0,227.0,359.0,227.0,237.0,237.0,180.0,180.0,180.0,180.0,-0.11547911547911548
-73.9096,40.84145167,2021-07-24 15:15:00,0.992423892,Bronx,19.511792666912374,14577,78.90992659669342,72.27867051229227,39.49038495214325,-32.78828556014902,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.27374714000001,0.3240000009536743,359.0,271.0,359.0,271.0,305.0,305.0,230.0,230.0,230.0,230.0,-0.08183632734530938
-73.90958667,40.84139833,2021-07-24 15:15:00,0.992423892,Bronx,20.209487974173406,14572,78.90872906944826,72.25224977673972,39.47960812151954,-32.77264165522017,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.27374714000001,0.3240000009536743,359.0,271.0,359.0,271.0,305.0,305.0,230.0,230.0,230.0,230.0,-0.08183632734530938
-73.90957167,40.841345,2021-07-24 15:15:00,0.988096463,Bronx,21.296625947102658,14571,78.91647793562555,72.19888705688376,39.480514180437616,-32.71837287644614,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.27374714000001,0.3240000009536743,359.0,316.0,359.0,316.0,345.0,345.0,275.0,275.0,275.0,275.0,-0.06937394247038917
-73.90955667,40.84129333,2021-07-24 15:15:00,0.988096463,Bronx,20.690360683466654,14572,78.90975844084545,72.1999725218108,39.47689265887889,-32.723079862931925,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.530098640000006,0.3240000009536743,401.0,300.0,401.0,300.0,322.0,322.0,274.0,274.0,274.0,274.0,-0.04529616724738676
-73.909545,40.84124,2021-07-24 15:15:00,0.988096463,Bronx,18.598576023407166,14565,78.92262272571233,72.16343642611683,39.47501509327148,-32.68842133284536,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.530098640000006,0.3240000009536743,401.0,328.0,401.0,328.0,367.0,367.0,287.0,287.0,287.0,287.0,-0.06666666666666667
-73.909545,40.84119333,2021-07-24 15:15:00,0.988096463,Bronx,17.540408585839547,14564,78.93257346882724,72.14062822187091,39.47650007609458,-32.664128145776345,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.530098640000006,0.3240000009536743,401.0,318.0,401.0,318.0,340.0,340.0,299.0,299.0,299.0,299.0,-0.03079416531604538
-73.90955167,40.841155,2021-07-24 15:15:00,0.986052954,Bronx,17.263900424533947,14561,78.95281917450724,72.12463907603465,39.480987755434484,-32.64365132060016,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,33.530098640000006,0.3240000009536743,401.0,293.0,401.0,293.0,295.0,295.0,232.0,232.0,232.0,232.0,-0.11619047619047619
-73.90968,40.84089833,2021-07-24 15:15:00,0.994707814,Bronx,11.887641467903713,14528,79.02209526431719,71.85178805209122,39.57861135072418,-32.27317670136705,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,34.0872359,0.3240000009536743,401.0,360.0,401.0,360.0,410.0,410.0,321.0,321.0,321.0,321.0,-0.05726872246696035
-73.90974167,40.84076667,2021-07-24 15:15:00,0.994707814,Bronx,12.182964311147177,14503,79.04088809211888,71.73198509110989,39.610270801214114,-32.12171428989578,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.07800340000006,0.3240000009536743,401.0,274.0,401.0,274.0,303.0,303.0,279.0,279.0,279.0,279.0,0.009041591320072333
-73.909785,40.84067667,2021-07-24 15:15:00,0.990380384,Bronx,12.534291223837203,14489,79.02705500724687,71.69469393395053,39.619205698390914,-32.075488235559625,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.07800340000006,0.3240000009536743,434.0,277.0,434.0,277.0,303.0,303.0,231.0,231.0,231.0,231.0,-0.09055118110236221
-73.90983,40.84057167,2021-07-24 15:15:00,0.990380384,Bronx,13.130345387550376,14477,79.03122193824687,71.61692711934725,39.630696092564655,-31.9862310267826,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.07800340000006,0.3240000009536743,434.0,290.0,434.0,290.0,292.0,292.0,291.0,291.0,291.0,291.0,0.0017211703958691911
-73.909865,40.84051333,2021-07-24 15:15:00,0.994707814,Bronx,14.067651290447154,14466,79.02371077008156,71.5646668050654,39.63810427198948,-31.926562533075913,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.92567236000002,0.3240000009536743,434.0,290.0,434.0,290.0,292.0,292.0,291.0,291.0,291.0,291.0,0.0017211703958691911
-73.90990333,40.84045833,2021-07-24 15:15:00,0.994707814,Bronx,16.102422342630796,14457,79.02503977312028,71.50263121451323,39.65461298902022,-31.848018225493004,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.92567236000002,0.3240000009536743,434.0,290.0,434.0,290.0,293.0,293.0,255.0,255.0,255.0,255.0,-0.06422018348623854
-73.909945,40.8404,2021-07-24 15:15:00,0.990380384,Bronx,13.300439539438486,14432,79.04975055432372,71.47652077408615,39.66935832968093,-31.807162444405215,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.92567236000002,0.3240000009536743,362.0,349.0,362.0,349.0,352.0,352.0,388.0,388.0,388.0,388.0,0.052917232021709636
-73.90998833,40.840345,2021-07-24 15:15:00,0.990380384,Bronx,11.780608253455197,14427,79.05919456574479,71.46038023868998,39.680036463402715,-31.78034377528726,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.92567236000002,0.3240000009536743,362.0,349.0,362.0,349.0,352.0,352.0,388.0,388.0,388.0,388.0,0.052917232021709636
-73.91006667,40.84022,2021-07-24 15:15:00,0.990380384,Bronx,14.985096511865757,14392,79.0760144524736,71.33803992488002,39.69717533039021,-31.640864594489813,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.09315534000001,0.3240000009536743,476.0,423.0,476.0,423.0,401.0,401.0,336.0,336.0,336.0,336.0,-0.11462450592885376
-73.910115,40.84014833,2021-07-24 15:15:00,0.990380384,Bronx,16.161462557636597,14378,79.07149812213103,71.29979809232054,39.70308344385157,-31.596714648468982,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.09315534000001,0.3240000009536743,476.0,423.0,476.0,423.0,401.0,401.0,336.0,336.0,336.0,336.0,-0.11462450592885376
-73.91016,40.84008,2021-07-24 15:15:00,0.990380384,Bronx,15.552396511180955,14355,79.08519679554162,71.21373779637378,39.717243553297074,-31.496494243076707,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.09315534000001,0.3240000009536743,476.0,422.0,476.0,422.0,407.0,407.0,324.0,324.0,324.0,324.0,-0.13136729222520108
-73.91026167,40.83990333,2021-07-24 15:15:00,0.990380384,Bronx,20.077704284669753,14304,79.05327181208054,71.08216110294632,39.84880681924348,-31.233354283702848,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,37.70008303999998,0.3240000009536743,476.0,420.0,476.0,420.0,394.0,394.0,336.0,336.0,336.0,336.0,-0.1111111111111111
-73.91029167,40.83985333,2021-07-24 15:15:00,0.990380384,Bronx,22.622298626794,14277,79.04916999369615,71.03169260973216,39.88129624284462,-31.150396366887534,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.739161120000006,0.3240000009536743,476.0,675.0,476.0,675.0,546.0,546.0,405.0,405.0,405.0,405.0,-0.25
-73.91033667,40.839775,2021-07-24 15:15:00,0.994707814,Bronx,21.878042837102583,14242,79.05792725740767,70.94074646798342,39.91556878650945,-31.025177681473956,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.739161120000006,0.3240000009536743,476.0,778.0,476.0,778.0,678.0,678.0,543.0,543.0,543.0,543.0,-0.17789553368660105
-73.91051333,40.83951,2021-07-24 15:15:00,0.99482802,Bronx,22.348582202336434,14140,79.03352192362094,70.63277876106194,40.03587661609628,-30.596902144965668,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.52382585999999,0.3240000009536743,1373.0,1246.0,1373.0,1246.0,1026.0,1026.0,791.0,791.0,791.0,791.0,-0.22336769759450173
-73.91054167,40.839455,2021-07-24 15:15:00,0.99482802,Bronx,20.766800588051268,14129,79.02102059593743,70.58998157857447,40.03727753933045,-30.552704039244016,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,39.07412708000004,0.3240000009536743,1373.0,1462.0,1373.0,1462.0,1138.0,1138.0,924.0,924.0,924.0,924.0,-0.22548197820620286
-73.91056333,40.839405,2021-07-24 15:15:00,0.99482802,Bronx,19.09973313704833,14107,79.0058127170908,70.51979846721544,40.0602897978094,-30.459508669406045,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.84511974000003,0.3240000009536743,1373.0,2046.0,1373.0,2046.0,1706.0,1706.0,1432.0,1432.0,1432.0,1432.0,-0.1765382403680276
-73.91060667,40.83933333,2021-07-24 15:15:00,0.99482802,Bronx,15.918509048657196,14080,78.98778409090909,70.39758265197298,40.09602367366939,-30.301558978303586,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.84511974000003,0.3240000009536743,1373.0,2046.0,1373.0,2046.0,1706.0,1706.0,1432.0,1432.0,1432.0,1432.0,-0.1765382403680276
-73.91062,40.839315,2021-07-24 15:15:00,0.99482802,Bronx,15.294598677868118,14074,78.96845246553929,70.38445124119781,40.1025113121673,-30.28193992903052,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.84511974000003,0.3240000009536743,1373.0,2322.0,1373.0,2322.0,2178.0,2178.0,2036.0,2036.0,2036.0,2036.0,-0.0656264341441028
-73.91069167,40.83915667,2021-07-24 15:16:00,1.020792599,Bronx,13.180204334794665,14024,78.93568168853395,70.22571204225855,40.150900661662504,-30.074811380596046,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.53066190000004,0.3240000009536743,812.0,2306.0,812.0,2306.0,2144.0,2144.0,2112.0,2112.0,2112.0,2112.0,-0.04391127206880942
-73.91072667,40.83910667,2021-07-24 15:16:00,1.016465169,Bronx,14.900143573841083,14007,78.93324766188334,70.16130646083477,40.17120067243783,-29.99010578839694,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.53066190000004,0.3240000009536743,1510.0,2508.0,1510.0,2508.0,2392.0,2392.0,2344.0,2344.0,2344.0,2344.0,-0.033800494641384994
-73.91076,40.83906,2021-07-24 15:16:00,1.016465169,Bronx,17.34967023153097,13986,78.92392392392392,70.13041299835373,40.1865966217071,-29.943816376646627,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.53066190000004,0.3240000009536743,1510.0,2502.0,1510.0,2502.0,2564.0,2564.0,2564.0,2564.0,2564.0,2564.0,0.012238452427951046
-73.910795,40.83900333,2021-07-24 15:16:00,1.012137739,Bronx,18.705236609868862,13971,78.92777897072507,70.03439380911436,40.22132755775581,-29.813066251358556,15.35,-9.65,25.0,28.0,40.7,3.1,114.0,236.0,43,,0.10783037,38.53066190000004,0.3240000009536743,1510.0,2502.0,1510.0,2502.0,2564.0,2564.0,2564.0,2564.0,2564.0,2564.0,0.012238452427951046
